Season,Date submitted,Order number,Username,Order status,Due date,Charged,Charged amount,Charged by operator,Product name,Physical document,Copies,Paper size,Paper color,Paper type,Print color,Single or double sided,Binding,Stab binding Material,Saddle stitch binding Material,Saddle stitch binding Binding Edge,Stapling Position,Front cover,Front cover Print on cover,Back cover,Hole punching,Laminating,Cutting,Collating,Folding,Packaging,Material name,Material color,Print Information (DMC staff only) Square Inches,Print Information (DMC staff only) Printer,Print information Print mode,Print information Filament Weight (CLC/DMC Staff use only),Special Information (Operator Only) Job difficulty,Special Information (Operator Only) Machine,Delivery option,Delivery label,Delivery details,Proof required,Total color pages,Total grayscale pages
Fall 2025,12/4/2025 1:25,27148.0,anpe4013,Waiting For Response,12/5/2025,No,,,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/4/2025 1:20,27147.0,nijo4558,Completed - Ready For Pickup,12/5/2025,Yes,$5.66 ,macl5840,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/4/2025 1:17,27146.0,anpe4013,Completed - Ready For Pickup,12/5/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/4/2025 1:14,27145.0,anpe7197,Completed - Ready For Pickup,12/5/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/4/2025 0:41,27144.0,isde7460,Completed - Ready For Pickup,12/5/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,12/4/2025 0:37,27143.0,daol6120,Completed - Ready For Pickup,12/5/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/4/2025 0:12,27142.0,anpe7197,Completed - Ready For Pickup,12/5/2025,Yes,$5.66 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/4/2025 0:10,27141.0,daol6120,Completed - Ready For Pickup,12/5/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 23:59,27140.0,nori6065,Completed - Ready For Pickup,12/4/2025,Yes,$0.00 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 23:55,27139.0,chew7271,Cancelled,12/4/2025,No,,,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 23:55,27138.0,nori6065,Completed - Ready For Pickup,12/4/2025,Yes,$0.00 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 23:54,27137.0,mawr8720,Completed - Ready For Pickup,12/4/2025,Yes,$5.66 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 23:44,27136.0,olni9385,Completed - Ready For Pickup,12/5/2025,Yes,$5.66 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 23:39,27135.0,lico6704,Completed - Ready For Pickup,12/5/2025,Yes,$5.66 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 23:35,27134.0,mawr8720,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 23:33,27133.0,came2994,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 23:31,27132.0,mawr8720,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 23:27,27131.0,slea3781,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 23:26,27130.0,slea3781,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 23:20,27129.0,ficr3780,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 23:05,27128.0,vica5779,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 23:00,27127.0,emva9313,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 22:56,27126.0,kakr7573,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 22:48,27125.0,peph7230,Completed - Ready For Pickup,12/4/2025,Yes,$0.00 ,assh2097,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 22:47,27124.0,elda3076,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,bhvi9697,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 22:37,27123.0,daha3420,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 22:29,27122.0,daro9312,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,12/3/2025 22:23,27121.0,loha8912,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 22:22,27120.0,luhe3565,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 22:05,27119.0,daro9312,Completed - Ready For Pickup,12/4/2025,Yes,$5.66 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,12/3/2025 22:01,27118.0,fico9181,Completed - Ready For Pickup,12/5/2025,Yes,$5.66 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 21:58,27117.0,coca5521,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 21:54,27116.0,jaet6563,Completed - Ready For Pickup,12/5/2025,Yes,$5.66 ,bhvi9697,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 21:19,27115.0,daju6125,Completed - Ready For Pickup,12/5/2025,Yes,$5.66 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 21:15,27114.0,lusc4221,Completed - Ready For Pickup,12/5/2025,Yes,$5.66 ,bhvi9697,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 21:15,27113.0,seho9141,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 21:12,27112.0,pabo4205,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 20:56,27111.0,thes1310,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 20:07,27110.0,tysm3631,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 20:06,27109.0,bela5768,Completed - Ready For Pickup,12/4/2025,Yes,$5.66 ,macl5840,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 20:04,27108.0,jaet6563,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 18:59,27107.0,beda2798,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 18:50,27106.0,cacl8373,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 18:41,27105.0,albu1070,Completed - Ready For Pickup,12/4/2025,Yes,$6.80 ,eeto3049,Large-Format Poster,No,1.0,Custom,Generic Poster Paper,36 inch,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 18:19,27104.0,tydo2071,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 17:57,27102.0,kawa4827,Completed - Ready For Pickup,12/12/2025,Yes,$5.66 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 17:53,27101.0,bela5768,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 17:51,27100.0,codu4057,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 17:44,27099.0,symc7829,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 17:41,27098.0,jaan6639,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 17:38,27097.0,ammo5499,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,magl3911,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 17:37,27096.0,emzh4937,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,magl3911,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 17:36,27095.0,anjo7009,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 17:18,27094.0,desc2143,Completed - Ready For Pickup,12/5/2025,Yes,$5.66 ,magl3911,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 17:16,27093.0,krad5141,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 17:06,27092.0,mami6514,Completed - Ready For Pickup,12/5/2025,Yes,$5.66 ,macl5840,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 16:38,27091.0,avco7884,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,12/3/2025 16:29,27090.0,zeco9149,Completed - Ready For Pickup,12/4/2025,Yes,$5.66 ,macl5840,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 16:25,27089.0,aipl2600,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 16:16,27088.0,lath9385,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 15:49,27086.0,juse8529,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 15:19,27084.0,angl9597,Completed - Ready For Pickup,12/4/2025,Yes,$5.66 ,bhvi9697,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,3.0,0.0
Fall 2025,12/3/2025 15:17,27083.0,coca5521,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 15:09,27082.0,caba4653,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,magl3911,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 15:08,27081.0,emzh4937,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,magl3911,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 15:05,27080.0,jade2385,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,magl3911,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 15:03,27079.0,jade2385,Completed - Ready For Pickup,12/4/2025,Yes,$0.14 ,magl3911,Document,No,1.0,Letter (8.5 x 11),White,Generic Printer Paper,Color,Single sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 15:00,27078.0,emzh4937,Completed - Ready For Pickup,12/4/2025,Yes,$5.66 ,macl5840,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 14:52,27077.0,mama1169,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,magl3911,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 14:47,27076.0,reja7667,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 14:43,27075.0,rodu8682,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,magl3911,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 14:40,27074.0,mami6514,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,magl3911,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 14:37,27072.0,haga7025,Completed - Ready For Pickup,12/8/2025,Yes,$1.68 ,macl5840,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Grey,,,Standard,52.5,5-10 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/3/2025 14:37,27071.0,suim2440,Completed - Ready For Pickup,12/5/2025,Yes,$5.66 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 14:37,27070.0,juse8529,Completed - Ready For Pickup,12/8/2025,Yes,$9.06 ,assh2097,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Blue,,,High Speed,288,5-10 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/3/2025 14:11,27068.0,akto2105,Completed - Ready For Pickup,12/8/2025,Yes,$2.55 ,magl3911,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,High Speed,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/3/2025 13:50,27067.0,meco4283,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 13:44,27066.0,kare9449,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 13:42,27065.0,kahu5160,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 13:40,27064.0,nopo2808,Completed - Ready For Pickup,12/4/2025,Yes,$14.11 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,5.0,0.0
Fall 2025,12/3/2025 13:35,27063.0,sian3934,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,432,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 13:33,27062.0,nopo2808,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/3/2025 13:30,27061.0,angl9597,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
